Data Type,Segments,Distance,Threshold,Segments Length,Accuracy,F1_Score,Precision,Recall
napierone,1,0,1.0,8,0.4847333614746025,0.48869030996928225,0.32938076416337286,0.9464575446187128
napierone,1,0,1.0,16,0.8360771070775292,0.6988886017058672,0.6693069306930693,0.7312060573282856
napierone,1,0,1.0,24,0.866469677782468,0.6733218588640276,0.9261363636363636,0.5289345592212007
napierone,1,0,1.0,32,0.8270719009427325,0.5178501373087485,0.9428571428571428,0.35694970254191455
napierone,1,0,1.0,40,0.7903475446742648,0.3365983971504897,0.9521410579345088,0.20443482963764198
napierone,1,0,1.0,48,0.7595328549317574,0.14507253626813407,0.9666666666666667,0.07842076798269335
napierone,1,0,1.0,56,0.746447164767131,0.050579557428872504,0.9795918367346939,0.025959978366684695
napierone,1,0,1.0,64,0.7419445616997327,0.017148981779206863,0.9411764705882353,0.008653326122228232
napierone,1,0,1.0,72,0.7402560855494583,0.0032397408207343412,1.0,0.0016224986479177934
napierone,1,0,1.0,80,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,88,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,96,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,104,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,1.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,8,0.43604896580835795,0.4670212765957447,0.3096455651560571,0.9497025419145484
napierone,1,0,2.0,16,0.791895314478683,0.6556461001164144,0.5756336876533116,0.7614926987560844
napierone,1,0,2.0,24,0.8877163360067539,0.7677532013969731,0.8311279143037177,0.7133585722011898
napierone,1,0,2.0,32,0.8711129871957225,0.6850068775790922,0.9405099150141643,0.5386695511087074
napierone,1,0,2.0,40,0.8239763613338962,0.5033743549027391,0.9462686567164179,0.34288804759329367
napierone,1,0,2.0,48,0.7910510764035458,0.33970653623832814,0.955,0.206598161168199
napierone,1,0,2.0,56,0.7617841564654566,0.16063460585027267,0.9642857142857143,0.08761492698756085
napierone,1,0,2.0,64,0.7468692838046996,0.053655970541820086,0.9807692307692307,0.027582477014602487
napierone,1,0,2.0,72,0.7420852680455888,0.01821103374397429,0.9444444444444444,0.009194159004867496
napierone,1,0,2.0,80,0.7399746728577459,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,2.0,88,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,96,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,104,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,2.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,8,0.3427606585056986,0.4293219303604153,0.27730429292929293,0.9502433747971877
napierone,1,0,3.0,16,0.7482763472632615,0.6343756386674841,0.5098554533508541,0.8393726338561385
napierone,1,0,3.0,24,0.8847615027437737,0.7715481171548116,0.7966589861751152,0.7479718766901028
napierone,1,0,3.0,32,0.8972843675249754,0.7695707070707071,0.9241849886277483,0.6592752839372634
napierone,1,0,3.0,40,0.865766146053187,0.6654978962131838,0.9461615154536391,0.513250405624662
napierone,1,0,3.0,48,0.8234135359504714,0.49940167530913443,0.9513677811550152,0.33856138453217954
napierone,1,0,3.0,56,0.7854228225692979,0.308390022675737,0.9550561797752809,0.1838831800973499
napierone,1,0,3.0,64,0.7577036724356269,0.13205645161290322,0.9703703703703703,0.07084910762574365
napierone,1,0,3.0,72,0.7456029266919938,0.04439746300211416,0.9767441860465116,0.022714981070849107
napierone,1,0,3.0,80,0.7416631490080202,0.013963480128893662,1.0,0.007030827474310438
napierone,1,0,3.0,88,0.7399746728577459,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,3.0,96,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,104,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,3.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,8,0.3192626987477135,0.42073754789272033,0.27018299246501615,0.9502433747971877
napierone,1,0,4.0,16,0.7239341494301393,0.6307866014301844,0.4836940836940837,0.9064359113034073
napierone,1,0,4.0,24,0.883495145631068,0.7848232848232848,0.7553776888444222,0.8166576527852893
napierone,1,0,4.0,32,0.9127620655691572,0.8135898977751052,0.9160460392687881,0.7317468902109249
napierone,1,0,4.0,40,0.8908118756155903,0.7473958333333333,0.9386753883892068,0.6208761492698756
napierone,1,0,4.0,48,0.8559167018432531,0.6295224312590448,0.9508196721311475,0.4705246078961601
napierone,1,0,4.0,56,0.8100464330941326,0.43514644351464443,0.9611829944547134,0.28123309897241755
napierone,1,0,4.0,64,0.7751512593217954,0.24764595103578152,0.9563636363636364,0.14223904813412655
napierone,1,0,4.0,72,0.7543267201350781,0.10918367346938776,0.963963963963964,0.0578691184424013
napierone,1,0,4.0,80,0.7441958632334318,0.03400637619553667,0.9696969696969697,0.017306652244456464
napierone,1,0,4.0,88,0.7408189109328831,0.007543103448275862,1.0,0.0037858301784748512
napierone,1,0,4.0,96,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,104,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,4.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,8,0.310398198958773,0.41758764111705293,0.267590618336887,0.9502433747971877
napierone,1,0,5.0,16,0.6639932460953989,0.5862785862785863,0.4313025745602855,0.9150892374256355
napierone,1,0,5.0,24,0.8712536935415788,0.7716496131769404,0.7164040778498609,0.8361276365603029
napierone,1,0,5.0,32,0.9235964542000844,0.8427454387489139,0.9071072319201995,0.7869118442401298
napierone,1,0,5.0,40,0.908400168847615,0.7992599444958371,0.9296987087517934,0.7009194159004868
napierone,1,0,5.0,48,0.87786689179682,0.7061611374407583,0.9438914027149321,0.5640886965927528
napierone,1,0,5.0,56,0.8407204164907838,0.5689261233815689,0.9613899613899614,0.40400216333153055
napierone,1,0,5.0,64,0.79977486984663,0.3831816211530126,0.9650655021834061,0.2390481341265549
napierone,1,0,5.0,72,0.7643168706908682,0.18012726382770436,0.9484536082474226,0.09951325040562466
napierone,1,0,5.0,80,0.7492612916842549,0.07090719499478623,0.9855072463768116,0.03677663601946998
napierone,1,0,5.0,88,0.7420852680455888,0.01821103374397429,0.9444444444444444,0.009194159004867496
napierone,1,0,5.0,96,0.7405374982411707,0.005393743257820927,1.0,0.0027041644131963224
napierone,1,0,5.0,104,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,5.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,8,0.3012522864781202,0.41438679245283017,0.26496757653445935,0.9502433747971877
napierone,1,0,6.0,16,0.566061629379485,0.5280073461891645,0.368196371398079,0.9329367225527312
napierone,1,0,6.0,24,0.7892218939074153,0.6753359341135674,0.5634719710669078,0.8426176311519741
napierone,1,0,6.0,32,0.9064302800056283,0.8186528497409326,0.8256325632563256,0.811790156841536
napierone,1,0,6.0,40,0.9220486843956662,0.83570581257414,0.9251477347340775,0.7620335316387237
napierone,1,0,6.0,48,0.899817081750387,0.7733927434754934,0.9396751740139211,0.6571119524067063
napierone,1,0,6.0,56,0.864359082594625,0.6596045197740112,0.9501525940996948,0.505137912385073
napierone,1,0,6.0,64,0.8225692978753342,0.491327148043566,0.9666666666666667,0.32936722552731207
napierone,1,0,6.0,72,0.7830308146897426,0.2933088909257562,0.960960960960961,0.17306652244456464
napierone,1,0,6.0,80,0.7565780216687773,0.12714429868819374,0.9473684210526315,0.06814494321254733
napierone,1,0,6.0,88,0.7451808076544252,0.04129168872419269,0.975,0.021092482422931314
napierone,1,0,6.0,96,0.7412410299704517,0.010758472296933835,1.0,0.005408328826392645
napierone,1,0,6.0,104,0.7402560855494583,0.0032397408207343412,1.0,0.0016224986479177934
napierone,1,0,6.0,112,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,6.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,8,0.30111158013226397,0.4143379318476595,0.2649276236429433,0.9502433747971877
napierone,1,0,7.0,16,0.4774166314900802,0.48616491422246827,0.3266406395240751,0.9502433747971877
napierone,1,0,7.0,24,0.7789503306599128,0.6719565671330132,0.5472789115646258,0.8702001081665766
napierone,1,0,7.0,32,0.9017869705923737,0.81553911205074,0.7974160206718346,0.8345051379123851
napierone,1,0,7.0,40,0.9276769382299141,0.8509280742459396,0.9174484052532833,0.7934018388318009
napierone,1,0,7.0,48,0.9123399465315886,0.8089543084943269,0.9341359773371105,0.7133585722011898
napierone,1,0,7.0,56,0.8833544392852117,0.7232053422370619,0.9450261780104712,0.5857220118983234
napierone,1,0,7.0,64,0.8449416068664697,0.5857142857142857,0.9605425400739828,0.42130881557598704
napierone,1,0,7.0,72,0.8056845363725904,0.41259038706933215,0.9661354581673307,0.26230394808004326
napierone,1,0,7.0,80,0.7686787674124103,0.20656370656370654,0.9596412556053812,0.1157382368848026
napierone,1,0,7.0,88,0.7501055297593922,0.07883817427385892,0.9620253164556962,0.0411032990805841
napierone,1,0,7.0,96,0.7425073870831574,0.0213903743315508,0.9523809523809523,0.01081665765278529
napierone,1,0,7.0,104,0.7408189109328831,0.007543103448275862,1.0,0.0037858301784748512
napierone,1,0,7.0,112,0.7399746728577459,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,7.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,7.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,8,0.2717039538483186,0.4043728423475259,0.25683379622862157,0.9502433747971877
napierone,1,0,8.0,16,0.46686365555086534,0.4811721210461454,0.32214888155482213,0.9502433747971877
napierone,1,0,8.0,24,0.7492612916842549,0.6454436927974532,0.5105445388731508,0.8772309356408869
napierone,1,0,8.0,32,0.8971436611791191,0.8097840228987769,0.7803410230692076,0.8415359653866955
napierone,1,0,8.0,40,0.92894329534262,0.8560022811519818,0.905307599517491,0.811790156841536
napierone,1,0,8.0,48,0.9233150415083721,0.8380386329866271,0.9300791556728232,0.7625743645213628
napierone,1,0,8.0,56,0.9026312086675109,0.7804568527918782,0.9439754412893323,0.6652244456462953
napierone,1,0,8.0,64,0.8677360348951738,0.6697118763176388,0.9558676028084253,0.515413737155219
napierone,1,0,8.0,72,0.8251020121007457,0.5026010404161665,0.9661538461538461,0.33964305029745806
napierone,1,0,8.0,80,0.7824679893063177,0.2908256880733945,0.9577039274924471,0.17144402379664683
napierone,1,0,8.0,88,0.7577036724356269,0.13554216867469882,0.9440559440559441,0.0730124391563007
napierone,1,0,8.0,96,0.7461657520754186,0.04852320675105485,0.9787234042553191,0.024878312601406164
napierone,1,0,8.0,104,0.7416631490080202,0.013963480128893662,1.0,0.007030827474310438
napierone,1,0,8.0,112,0.7403967918953145,0.004317323259579061,1.0,0.002163331530557058
napierone,1,0,8.0,120,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,8.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,8,0.2717039538483186,0.4043728423475259,0.25683379622862157,0.9502433747971877
napierone,1,0,9.0,16,0.44322498944702404,0.4703520278409852,0.3125222340803984,0.9502433747971877
napierone,1,0,9.0,24,0.7422259743914451,0.639937106918239,0.5026242667489966,0.8804759329367225
napierone,1,0,9.0,32,0.8653440270156184,0.768449068473264,0.6952714535901926,0.858842617631152
napierone,1,0,9.0,40,0.9292247080343323,0.8592219423453682,0.8903712296983759,0.8301784748512709
napierone,1,0,9.0,48,0.9297875334177571,0.8548152458539424,0.9250629722921915,0.7944835045970795
napierone,1,0,9.0,56,0.9152947797945687,0.8152240638428484,0.9425124201561391,0.7182260681449432
napierone,1,0,9.0,64,0.8853243281271985,0.7273335563733689,0.9535087719298245,0.5878853434288804
napierone,1,0,9.0,72,0.8446601941747572,0.5849624060150376,0.9593094944512947,0.42076798269334775
napierone,1,0,9.0,80,0.8037146475306036,0.4035912783240701,0.963265306122449,0.2552731206057328
napierone,1,0,9.0,88,0.7681159420289855,0.20309477756286268,0.958904109589041,0.11357490535424554
napierone,1,0,9.0,96,0.7496834107218235,0.0768033212247016,0.9487179487179487,0.04002163331530557
napierone,1,0,9.0,104,0.7429295061207261,0.023516835916622125,1.0,0.011898323418063819
napierone,1,0,9.0,112,0.7406782045870268,0.006469002695417791,1.0,0.003244997295835587
napierone,1,0,9.0,120,0.7399746728577459,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,9.0,128,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,9.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,8,0.2717039538483186,0.4043728423475259,0.25683379622862157,0.9502433747971877
napierone,1,0,10.0,16,0.3596454200084424,0.4357098574085555,0.28265765765765766,0.9502433747971877
napierone,1,0,10.0,24,0.7202757844378781,0.6213333333333334,0.47956483387239046,0.8820984315846403
napierone,1,0,10.0,32,0.8425495989869143,0.7418685121107266,0.6468222043443282,0.8696592752839373
napierone,1,0,10.0,40,0.9280990572674828,0.8588007736943907,0.8779661016949153,0.8404542996214169
napierone,1,0,10.0,48,0.932460953989025,0.8623853211009175,0.9176327028676022,0.8134126554894537
napierone,1,0,10.0,56,0.9234557478542282,0.8371257485029939,0.937625754527163,0.7560843699296917
napierone,1,0,10.0,64,0.9002392007879555,0.7725376965030478,0.9495268138801262,0.6511627906976745
napierone,1,0,10.0,72,0.8646404952863375,0.658137882018479,0.9595854922279793,0.5008112493239589
napierone,1,0,10.0,80,0.8232728296046151,0.4967948717948718,0.9582689335394127,0.335316387236344
napierone,1,0,10.0,88,0.7796538623891938,0.2743280815569972,0.9579288025889967,0.16008653326122227
napierone,1,0,10.0,96,0.7558744899394962,0.12240768841679314,0.9453125,0.06544077879935101
napierone,1,0,10.0,104,0.7460250457295624,0.0474934036939314,0.9782608695652174,0.024337479718766902
napierone,1,0,10.0,112,0.7413817363163079,0.011827956989247311,1.0,0.005949161709031909
napierone,1,0,10.0,120,0.7402560855494583,0.0032397408207343412,1.0,0.0016224986479177934
napierone,1,0,10.0,128,0.7399746728577459,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,10.0,136,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,144,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,152,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,160,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,168,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,176,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,184,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,192,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,200,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,208,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,216,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,224,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,232,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,240,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,248,0.7398339665118897,nan,nan,0.0
napierone,1,0,10.0,256,0.7398339665118897,nan,nan,0.0
napierone,1,0,11.0,8,0.2717039538483186,0.4043728423475259,0.25683379622862157,0.9502433747971877
napierone,1,0,11.0,16,0.3580976502040242,0.4351163942545815,0.2821583427011402,0.9502433747971877
napierone,1,0,11.0,24,0.6594906430280005,0.5740936290038718,0.42551526219671276,0.8820984315846403
napierone,1,0,11.0,32,0.8305895595891375,0.729438202247191,0.6239907727797002,0.8777717685235262
napierone,1,0,11.0,40,0.9074152244266216,0.8270241850683492,0.8046035805626598,0.850730124391563
