Data Type,Segments,Distance,Threshold,Segments Length,Accuracy,F1_Score,Precision,Recall
napierone,1,0,9.0,96,0.42105263157894735,0.019801980198019802,0.9487179487179487,0.010005408328826392
napierone,1,0,9.0,104,0.4172593646277857,0.005931517929361014,1.0,0.0029745808545159546
napierone,1,0,9.0,112,0.4159949423107318,0.0016211834639286678,1.0,0.0008112493239588967
napierone,1,0,9.0,120,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,9.0,128,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,136,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,144,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,9.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,8,0.4375691480954639,0.6011320966205235,0.5133531157270029,0.7251216873985938
napierone,1,0,10.0,16,0.4868816184605658,0.622872742057269,0.5459729151817534,0.724986479177934
napierone,1,0,10.0,24,0.5506559190769718,0.5503716590226159,0.6628571428571428,0.4705246078961601
napierone,1,0,10.0,32,0.6193298561719615,0.5893785696019095,0.7974625144175317,0.4674148188209843
napierone,1,0,10.0,40,0.6673779042200095,0.6178847026781662,0.9403150041447914,0.46011357490535426
napierone,1,0,10.0,48,0.6698277224593014,0.6161337743476664,0.961295871559633,0.45335316387236346
napierone,1,0,10.0,56,0.6647700331910859,0.6048807749627422,0.9721556886227545,0.43902109248242294
napierone,1,0,10.0,64,0.6517306780464676,0.5808047179682299,0.9794674366377928,0.4127906976744186
napierone,1,0,10.0,72,0.6317370001580528,0.5435847208619001,0.9861407249466951,0.37520281233098973
napierone,1,0,10.0,80,0.4623834360676466,0.15417132910605497,0.9582689335394127,0.083829096809086
napierone,1,0,10.0,88,0.43788525367472736,0.07683322517845555,0.9579288025889967,0.04002163331530557
napierone,1,0,10.0,96,0.4245297929508456,0.032163742690058485,0.9453125,0.016360194699837752
napierone,1,0,10.0,104,0.4189979453137348,0.01209352324643913,0.9782608695652174,0.006084369929691726
napierone,1,0,10.0,112,0.4163900742848111,0.002970163358984744,1.0,0.0014872904272579773
napierone,1,0,10.0,120,0.41575786312628416,0.0008109203946479254,1.0,0.00040562466197944835
napierone,1,0,10.0,128,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,10.0,136,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,144,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,10.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,8,0.4375691480954639,0.6011320966205235,0.5133531157270029,0.7251216873985938
napierone,1,0,11.0,16,0.48601232811759126,0.6224750406315301,0.5453620829943043,0.724986479177934
napierone,1,0,11.0,24,0.5165165165165165,0.5321914665851047,0.6124604012671595,0.4705246078961601
napierone,1,0,11.0,32,0.6126126126126126,0.5861894310315718,0.7802247191011236,0.46944294213088156
